annual_rainfall,seasonal_rainfall,cloud_visibility,humidity,temperature,river_level,flood_occurred
1091.81,302.42,12.2,41.39,21.21,0.5,0
1279.98,466.08,9.17,55.04,30.15,3.92,0
340.91,90.93,2.5,45.02,38.54,2.31,0
1181.45,381.18,5.65,58.97,30.87,3.1,0
2092.92,1175.29,2.11,94.29,27.55,11.17,1
999.78,475.07,6.87,63.74,31.05,5.66,0
2612.57,1514.08,0.67,71.63,22.02,9.31,1
1114.93,495.6,5.22,65.97,22.56,0.92,0
2132.19,1539.19,2.69,86.8,30.26,9.41,1
1476.73,465.15,7.05,66.21,19.82,1.73,0
1110.25,255.18,7.1,42.52,22.58,2.16,0
1075.54,328.5,9.76,38.13,29.88,2.41,0
917.42,275.09,12.16,69.88,28.99,3.11,0
,457.05,8.83,52.06,28.77,2.8,0
2036.36,1197.82,1.7,94.71,14.96,9.39,1
1007.27,251.54,6.33,58.83,35.24,4.21,0
908.78,297.49,8.03,,28.15,2.05,0
1470.84,665.38,8.73,60.33,35.84,3.43,0
2610.67,1752.84,3.1,87.9,26.36,10.59,1
2517.35,1481.8,1.13,87.93,24.62,10.75,1
2070.49,1281.72,,87.1,31.9,11.19,1
1911.74,1445.29,4.81,78.35,26.17,5.91,1
1996.64,1478.67,2.18,98.02,28.94,8.7,1
1335.74,501.64,8.08,58.4,25.4,2.61,0
2181.38,1331.83,2.18,81.24,26.47,11.22,1
2194.71,1680.85,1.0,86.75,26.95,7.07,1
674.49,166.65,5.2,49.69,35.95,5.58,0
1026.75,487.37,7.83,58.86,29.08,4.63,0
1162.66,559.76,5.03,61.04,29.2,3.13,0
945.19,305.92,6.47,57.17,33.31,2.2,0
1337.5,294.67,3.63,60.62,38.81,3.4,0
1408.99,601.75,,48.83,27.36,2.83,0
2415.07,1765.11,5.89,87.71,28.86,7.31,1
2527.08,1779.34,1.11,89.64,27.68,9.99,1
2432.94,1318.78,2.7,78.37,34.02,5.72,1
1656.23,493.76,7.53,63.82,30.85,4.62,0
857.52,366.81,2.66,46.47,35.75,3.73,0
2334.73,1511.69,4.29,84.07,30.03,10.93,1
1070.99,423.24,6.07,78.06,32.27,2.2,0
2484.29,1946.32,4.41,85.24,26.34,10.66,1
1155.98,552.32,8.46,59.38,27.65,1.95,0
2449.3,1968.28,2.14,87.54,27.13,9.12,1
2523.78,1375.23,0.2,87.22,33.05,9.29,1
907.56,267.05,6.74,56.26,34.55,3.74,0
939.4,419.19,9.4,62.67,35.1,3.11,0
1927.58,1277.1,0.75,83.79,29.52,8.95,1
2324.06,1252.21,0.2,78.06,30.89,6.03,1
2396.23,1953.85,1.25,83.38,22.03,11.3,1
999.85,290.61,6.36,63.21,35.63,4.46,0
2188.09,1414.19,3.64,82.67,27.33,4.5,1
2099.19,1538.4,,92.1,24.56,6.96,1
2332.1,1403.8,3.15,74.94,26.3,6.75,1
917.07,402.05,5.06,71.71,24.6,4.98,0
2471.23,1799.58,2.54,87.16,21.21,12.87,1
1718.76,599.66,9.79,50.23,21.94,2.01,0
2015.64,1506.12,0.23,84.36,25.33,6.92,1
1495.22,334.49,7.57,47.48,25.78,0.99,0
722.45,325.73,7.82,35.83,19.53,5.32,0
1617.47,1034.32,1.99,77.71,25.59,12.61,1
619.41,140.54,9.56,22.61,27.53,4.68,0
1350.0,364.41,8.6,72.46,28.03,4.75,0
2410.36,1457.92,1.07,92.02,23.22,6.09,1
1095.95,382.0,8.6,70.03,30.59,5.09,0
775.68,330.29,8.19,55.61,23.15,2.65,0
2156.2,1332.12,2.53,91.65,22.65,11.06,1
1375.49,514.69,4.05,66.73,28.86,3.03,0
703.07,302.12,8.36,73.48,40.53,4.09,0
901.41,391.43,7.47,75.73,32.53,1.77,0
1187.66,479.25,7.57,53.4,21.27,2.72,0
2363.44,1609.83,3.95,,26.47,9.91,1
962.19,238.09,8.34,,36.37,5.63,0
1009.26,485.57,7.63,,32.53,3.74,0
906.03,286.97,8.61,82.3,32.34,0.84,0
1672.82,642.79,6.5,74.53,24.35,3.03,0
797.08,277.55,8.24,63.54,23.64,2.33,0
1065.13,521.1,7.78,67.56,23.08,5.44,0
2230.54,1543.64,4.06,87.46,24.29,9.07,1
2123.62,1418.92,2.14,98.65,28.78,9.49,1
2185.0,1508.43,0.2,68.82,23.21,9.63,1
799.34,194.7,8.49,72.99,25.02,3.1,0
2347.22,1364.61,2.33,95.73,26.94,12.42,1
1399.4,356.16,4.98,64.98,31.29,3.38,0
1144.01,566.48,9.93,77.42,29.55,4.56,0
1262.77,439.72,,26.27,28.73,5.79,0
2424.61,1215.62,1.46,98.43,27.03,10.39,1
,1050.05,4.75,87.86,22.52,8.81,1
839.86,387.9,3.59,55.47,34.88,2.16,0
2653.19,1675.47,5.14,80.59,23.04,10.71,1
2698.54,1393.76,4.27,73.99,24.29,9.26,1
829.38,269.74,5.85,48.79,36.59,2.15,0
2135.31,1466.63,1.81,78.82,30.55,8.45,1
1304.62,513.34,6.88,57.95,32.21,0.7,0
2424.04,1753.68,1.88,91.26,23.13,7.56,1
1584.11,565.42,10.49,74.16,34.6,5.73,0
2481.8,1741.07,1.89,91.34,28.35,9.13,1
1932.37,1431.86,0.55,92.31,31.88,6.76,1
1227.08,559.88,3.56,54.03,32.64,3.25,0
2294.76,1751.36,0.59,84.03,27.57,10.97,1
1377.39,376.35,12.47,38.49,21.57,2.5,0
891.59,219.51,6.07,52.52,25.57,4.49,0
1920.44,1083.52,2.49,84.14,32.22,7.08,1
869.0,237.67,9.17,57.04,29.09,2.28,0
928.78,347.08,11.43,52.63,30.64,4.35,0
1222.93,593.51,8.81,66.12,25.31,3.53,0
1698.38,1155.17,3.32,100.0,20.73,8.96,1
884.35,399.48,5.49,49.62,28.11,4.27,0
1219.91,540.89,7.06,31.06,28.06,4.35,0
856.92,309.57,10.4,81.81,36.38,5.24,0
2281.59,1869.43,3.21,86.96,25.47,10.73,1
1061.62,295.63,9.8,63.66,30.36,3.46,0
1487.48,1201.61,2.47,79.43,28.35,5.09,1
1398.88,543.14,9.26,68.75,31.15,3.33,0
1789.94,1397.28,1.45,73.75,23.47,12.05,1
1192.95,502.69,8.26,37.53,30.3,4.61,0
1368.48,382.2,5.48,67.79,29.76,3.55,0
972.09,266.19,7.31,64.84,25.48,4.77,0
962.87,356.75,7.11,85.0,23.94,2.94,0
865.02,231.71,9.76,85.0,32.77,4.72,0
1155.94,441.32,7.74,48.09,32.43,5.65,0
656.42,155.82,8.0,56.11,33.94,2.23,0
942.77,438.0,7.06,59.57,22.47,1.5,0
1214.58,383.83,2.5,53.04,31.6,4.42,0
1023.15,331.23,6.42,42.85,29.24,4.51,0
2761.08,1754.79,2.94,79.92,30.28,8.24,1
2212.36,1287.81,0.2,93.69,30.06,13.72,1
916.16,228.59,10.07,35.02,34.83,2.76,0
2767.07,2264.48,2.73,88.28,27.77,13.88,1
1940.75,1159.01,1.91,75.13,27.48,9.78,1
2386.96,1393.1,2.51,89.44,24.8,10.39,1
707.35,227.16,8.79,52.64,38.39,3.39,0
2394.23,1469.45,2.57,86.46,28.71,4.51,1
1208.42,318.91,9.72,54.25,21.6,3.45,0
2311.88,1804.11,2.25,86.57,34.14,5.95,1
2535.45,1832.48,2.08,94.38,31.04,5.5,1
2298.0,1243.57,2.61,85.78,30.13,10.3,1
,694.54,11.62,58.26,28.34,5.41,0
2759.45,1465.84,3.45,86.03,25.67,9.32,1
957.13,215.92,6.93,71.73,25.44,3.25,0
1686.25,745.17,4.35,75.2,27.06,2.35,0
2343.55,1876.61,0.57,78.51,32.27,9.58,1
615.46,274.98,6.93,50.62,30.47,2.64,0
2827.92,1516.23,2.65,89.31,27.05,11.16,1
1252.18,457.99,2.5,51.82,26.45,2.86,0
1334.55,518.72,7.65,65.72,35.31,1.68,0
1358.14,490.69,11.85,57.33,25.19,2.79,0
1506.87,616.66,3.57,51.07,32.82,4.56,0
1039.55,286.67,5.53,67.78,34.4,4.66,0
2493.53,1381.59,3.39,91.0,18.32,9.82,1
2068.88,1322.56,2.14,93.61,30.3,12.57,1
1592.8,697.39,9.55,70.34,32.26,3.53,0
2022.7,1311.22,2.37,79.96,27.75,7.21,1
2468.71,1449.86,3.4,87.42,20.16,10.79,1
553.82,139.34,8.38,64.6,23.56,3.35,0
2468.93,1786.77,3.41,90.28,29.13,8.83,1
2315.27,1812.29,0.22,73.49,21.89,10.58,1
1743.18,860.5,8.28,44.11,27.05,1.1,0
940.74,285.53,9.24,48.07,44.73,1.77,0
1796.86,1464.5,2.87,82.87,28.91,4.0,1
768.29,306.8,6.43,38.63,36.55,1.63,0
1079.85,358.61,6.55,59.25,30.42,2.42,0
1599.64,428.88,5.17,67.53,29.25,4.39,0
1582.2,511.23,5.73,64.54,24.92,3.78,0
743.1,348.37,7.05,44.66,33.68,4.54,0
700.91,337.92,2.5,72.59,25.91,2.74,0
2125.36,1099.16,1.93,94.82,20.26,7.23,1
1126.52,353.76,4.63,53.84,31.16,2.63,0
1016.33,361.63,8.13,51.94,31.56,5.54,0
1405.3,369.53,7.43,63.07,26.82,3.27,0
1916.05,853.76,7.51,57.88,34.57,3.47,0
804.28,213.41,5.96,54.51,34.45,0.78,0
2171.25,1711.97,1.91,69.53,19.54,9.06,1
1553.35,513.18,5.3,61.83,30.68,1.02,0
1203.93,310.53,4.2,61.01,37.67,3.72,0
1374.9,304.81,7.58,56.75,25.17,3.96,0
1269.38,476.21,8.18,69.09,25.99,4.39,0
1181.02,547.53,9.78,72.31,24.65,3.52,0
2694.08,1752.03,2.63,86.41,26.71,9.51,1
1640.15,526.87,11.21,25.61,31.86,2.19,0
1068.22,439.19,5.35,78.47,35.34,2.25,0
1428.94,537.33,10.44,48.18,43.68,2.48,0
1879.06,1510.19,1.59,89.07,24.59,7.87,1
1152.56,429.69,8.35,69.25,36.91,3.42,0
952.06,440.87,4.98,62.16,25.05,2.95,0
1001.41,334.25,4.91,51.54,22.23,4.01,0
2257.03,1507.81,4.69,81.56,22.62,9.83,1
2220.63,1147.77,2.58,89.7,25.84,10.14,1
1003.9,300.74,6.71,41.63,26.59,0.87,0
988.85,235.16,7.28,60.69,27.39,2.65,0
2109.4,1313.09,4.26,63.7,25.02,10.95,1
1414.13,688.71,9.26,55.3,33.42,5.6,0
1831.58,1133.56,2.52,85.82,32.64,4.73,1
2183.74,1509.39,2.16,77.17,25.47,9.9,1
1075.79,326.43,8.31,55.38,29.76,3.9,0
1145.13,357.04,7.39,59.57,32.67,5.29,0
1312.7,653.46,9.55,71.97,17.85,1.25,0
1867.46,422.26,12.23,65.69,20.94,3.62,0
941.31,416.05,7.6,59.74,30.67,2.46,0
2535.41,1878.69,4.42,86.93,23.67,6.77,1
1918.98,1417.64,1.53,87.9,24.67,7.34,1
1183.99,396.66,12.13,61.99,31.02,1.95,0
944.81,246.67,7.85,55.77,32.57,2.83,0
2789.97,2158.74,0.93,97.87,26.29,11.56,1
372.73,135.76,8.05,47.15,36.73,1.95,0
1126.6,378.96,6.07,38.28,15.9,4.07,0
2046.02,1308.73,2.89,85.59,24.02,6.13,1
2074.9,1163.56,2.4,82.68,30.71,11.47,1
1518.71,404.92,5.51,,31.28,3.34,0
1360.75,673.29,8.48,50.81,31.15,4.8,0
1466.31,488.85,8.45,65.08,30.68,2.56,0
1346.14,425.85,7.03,60.85,21.58,2.41,0
2346.52,1823.31,2.54,91.06,27.63,13.18,1
1142.27,279.11,6.23,56.23,28.26,2.19,0
960.61,375.32,10.42,34.97,31.41,4.87,0
620.56,216.38,10.14,,22.47,3.64,0
1377.21,534.09,7.09,63.21,26.98,3.93,0
1516.24,1064.23,1.3,80.16,34.84,8.87,1
1170.68,305.19,4.7,76.4,34.92,2.84,0
2402.83,1726.61,3.18,89.24,28.21,9.07,1
762.61,217.68,4.74,40.1,26.67,2.68,0
973.94,246.98,6.32,66.03,31.3,3.35,0
830.48,298.96,7.51,49.47,27.0,4.52,0
2599.01,1781.47,1.73,100.0,24.95,12.38,1
1038.93,422.5,3.75,77.82,31.83,3.03,0
2429.12,1873.43,3.04,87.01,26.48,9.33,1
2322.09,1844.86,2.12,80.01,23.97,8.29,1
1237.99,537.65,3.15,52.05,21.3,3.04,0
2483.7,1748.36,0.91,90.44,30.77,11.82,1
1155.01,267.15,2.5,58.31,29.74,2.62,0
1120.1,488.59,6.04,48.83,26.4,1.67,0
677.75,228.5,10.05,68.06,38.67,1.73,0
2256.19,1672.84,3.51,93.57,34.05,11.0,1
741.14,236.7,7.95,46.22,27.05,2.15,0
934.44,215.88,8.06,50.6,24.16,1.97,0
1125.84,427.12,6.33,45.51,23.88,4.73,0
1098.99,406.57,5.99,59.51,30.77,3.32,0
1521.01,448.88,11.02,56.73,23.54,5.08,0
1902.1,1337.0,3.78,90.15,35.82,11.2,1
2001.68,1220.05,4.26,84.69,23.1,7.68,1
1470.74,581.29,8.0,51.0,23.44,2.11,0
1504.75,1040.73,3.25,79.79,20.67,4.92,1
1722.62,631.43,5.85,66.36,30.37,2.83,0
1836.32,1488.89,4.08,89.89,27.41,7.77,1
1125.71,395.74,9.5,43.87,27.07,2.99,0
866.51,238.83,5.82,74.66,28.44,3.46,0
792.05,267.11,6.46,25.22,33.03,1.29,0
736.65,309.26,10.49,61.75,36.83,3.07,0
2362.63,1453.49,1.41,93.12,18.38,7.48,1
1763.16,650.77,6.44,72.77,44.85,4.88,0
2443.55,1845.06,4.22,71.9,19.68,6.78,1
2540.2,1581.77,2.09,92.31,28.99,9.85,1
2138.47,1584.9,3.87,85.09,31.35,6.83,1
932.75,352.61,3.4,59.34,37.34,3.43,0
1212.22,490.13,13.91,42.77,32.8,4.36,0
2180.91,1667.34,1.39,90.58,22.3,6.28,1
428.53,198.0,6.24,74.86,33.44,3.67,0
953.35,278.82,4.89,53.28,23.35,4.03,0
742.61,282.72,9.88,51.57,23.89,3.61,0
2694.28,1892.93,3.24,95.71,30.34,9.77,1
1315.93,347.43,7.1,74.76,33.0,2.2,0
2651.1,1989.78,3.53,88.04,25.46,7.81,1
679.44,154.38,9.07,45.2,24.49,5.19,0
974.79,260.37,4.65,49.2,30.1,3.74,0
2251.95,1452.65,0.62,94.84,29.99,7.99,1
2078.33,1224.91,2.53,84.07,30.13,9.25,1
2262.0,1319.36,4.39,86.24,29.23,11.18,1
2421.47,1232.77,1.94,86.58,21.19,13.81,1
2255.72,1651.84,4.79,97.36,21.28,8.87,1
2026.52,1538.53,1.34,78.38,28.32,7.15,1
806.49,246.62,9.85,60.02,31.14,4.74,0
1228.89,443.93,9.81,54.16,33.5,1.78,0
1510.06,578.18,11.61,40.45,31.72,2.63,0
2109.38,1297.15,2.05,92.51,31.55,10.17,1
2187.22,1530.87,3.24,94.94,28.92,9.4,1
2441.76,1303.01,5.04,84.67,26.64,8.77,1
2157.99,1628.41,4.79,79.18,22.84,9.73,1
2383.5,1718.22,3.86,93.28,26.24,9.17,1
1314.2,454.73,11.32,53.95,25.26,2.57,0
1649.77,455.18,9.89,53.3,21.97,4.77,0
1551.02,555.31,14.95,62.22,26.76,2.69,0
1236.42,417.5,9.46,63.13,33.62,5.53,0
1760.64,1125.03,2.6,85.69,31.76,5.14,1
1402.95,557.99,8.85,52.74,29.56,3.45,0
2574.46,1978.27,0.2,93.82,25.49,10.9,1
2684.68,1808.46,1.21,88.02,32.15,8.67,1
2244.99,1166.64,1.69,82.23,17.9,6.67,1
677.46,203.22,10.74,65.45,28.31,4.21,0
2460.19,1507.51,0.2,86.22,26.45,6.47,1
2088.23,1361.83,0.2,93.96,25.39,4.19,1
2707.65,1572.22,3.93,92.27,31.97,6.14,1
713.01,331.41,5.64,64.48,28.36,3.28,0
792.74,237.12,6.18,42.41,24.87,2.28,0
769.31,361.72,6.92,85.0,39.02,1.3,0
2508.42,2038.16,3.51,81.61,28.93,11.05,1
1847.9,467.58,12.54,74.96,38.07,3.26,0
2476.35,1373.96,3.85,95.73,29.26,8.36,1
2718.69,1773.49,4.6,84.39,26.61,7.09,1
571.77,213.8,6.64,72.41,36.32,4.17,0
1026.98,486.71,13.52,64.29,30.5,4.23,0
2577.63,1730.67,2.75,79.49,31.89,9.31,1
848.08,348.57,3.58,84.67,34.37,3.81,0
2116.79,1521.44,,78.7,15.72,10.28,1
1072.84,466.66,7.61,44.48,32.67,2.54,0
1928.48,1566.74,0.2,98.19,20.55,8.89,1
1207.13,340.08,7.45,46.93,32.97,1.97,0
1858.08,898.89,6.49,54.1,37.81,3.9,0
1417.14,338.93,6.69,71.08,19.87,2.47,0
1077.67,319.16,6.75,50.27,29.19,2.99,0
1112.28,405.8,2.5,45.08,28.24,6.35,0
2233.59,1382.97,4.28,85.71,27.59,10.63,1
992.11,366.46,9.98,32.75,30.55,3.46,0
772.31,380.2,8.96,57.01,35.18,5.81,0
741.91,189.42,6.52,69.65,32.22,1.37,0
1471.34,404.54,4.49,65.53,30.43,2.57,0
906.94,312.42,10.06,68.88,16.09,1.93,0
1520.48,706.77,8.36,61.19,32.9,2.91,0
2126.79,1239.98,4.62,98.45,27.31,8.09,1
1511.85,338.54,5.55,69.75,35.19,1.97,0
1125.77,451.84,4.7,46.94,24.23,1.94,0
1831.93,769.84,5.99,56.02,30.1,4.05,0
960.41,393.38,5.94,27.38,32.83,2.98,0
673.32,256.91,6.59,66.7,28.93,3.26,0
2795.83,1626.09,1.74,77.14,26.83,8.8,1
2342.89,1282.98,2.22,85.14,30.92,8.22,1
1780.98,981.59,2.1,68.26,29.6,12.02,1
309.28,149.88,11.28,79.13,34.51,4.65,0
1183.71,590.44,8.14,54.01,23.98,3.51,0
1333.51,577.85,7.97,59.5,29.05,2.92,0
2186.1,1182.19,3.43,84.06,24.4,7.03,1
747.32,362.95,2.5,59.62,20.86,2.54,0
1103.07,420.38,5.48,43.24,28.74,2.82,0
1532.38,592.09,6.04,43.54,34.89,3.98,0
1537.97,1201.54,4.17,83.26,26.03,13.35,1
2078.57,1249.1,3.67,90.58,28.6,8.43,1
1058.52,524.39,4.26,62.57,33.25,4.75,0
1493.09,570.87,5.67,38.43,33.53,4.67,0
524.37,116.3,7.58,64.22,27.68,2.09,0
1034.59,237.02,9.43,55.25,27.52,1.09,0
2345.63,1624.51,0.99,85.45,27.14,10.9,1
1210.24,293.86,10.93,47.11,34.27,0.71,0
1031.42,309.34,7.44,72.38,40.55,1.28,0
1395.63,394.42,13.48,81.84,28.61,2.91,0
1761.33,1142.92,2.58,82.86,25.8,10.08,1
2590.27,2035.05,5.59,87.21,22.34,10.58,1
737.11,219.28,7.44,49.58,31.21,2.73,0
2678.55,1730.37,2.36,76.78,32.92,11.6,1
2093.13,1327.96,1.75,89.54,25.17,8.22,1
1162.18,484.53,5.44,53.84,28.2,2.88,0
890.08,360.23,7.73,43.94,38.4,3.78,0
322.69,139.34,10.15,50.03,25.29,4.19,0
1238.62,343.94,5.35,38.14,33.05,3.46,0
1950.02,1207.86,0.31,90.07,27.1,10.26,1
2487.89,1381.72,2.71,100.0,20.7,9.62,1
558.54,276.53,7.12,54.58,26.43,2.51,0
1010.73,462.48,10.66,82.02,29.31,1.81,0
1374.62,544.83,6.9,35.18,27.09,2.98,0
2629.78,1527.19,2.93,85.23,27.16,7.23,1
2080.1,1379.04,1.92,93.66,28.99,10.42,1
2439.85,1746.28,1.59,87.44,23.44,7.87,1
2860.14,2040.08,0.2,89.33,27.11,10.4,1
1132.57,264.71,8.16,60.78,37.3,3.79,0
2541.97,1754.12,2.26,92.75,29.17,6.9,1
2164.53,1549.51,2.86,82.64,28.17,9.79,1
1054.75,442.62,8.85,57.02,38.01,4.01,0
1575.81,443.18,6.48,29.36,35.73,4.54,0
793.16,338.72,6.34,57.59,26.12,2.74,0
2612.49,1616.34,1.21,96.69,34.7,10.87,1
1085.16,499.59,5.09,43.43,37.41,3.69,0
1200.34,498.34,7.09,66.5,32.72,2.8,0
879.62,248.78,11.25,84.29,25.68,2.72,0
2408.57,1286.21,1.8,73.74,27.67,6.67,1
2800.56,2014.85,2.63,84.14,23.8,7.8,1
1890.34,1069.74,5.23,89.62,23.19,4.0,1
933.92,446.72,8.15,74.49,29.39,2.19,0
2778.68,1526.64,,84.13,25.28,10.8,1
1065.58,419.23,8.55,72.79,24.61,5.93,0
3138.96,2374.2,0.65,90.89,29.17,7.45,1
1011.47,276.32,6.79,53.13,24.66,5.13,0
769.95,193.89,11.86,68.13,34.33,1.38,0
2726.98,1633.22,1.1,79.77,21.38,4.22,1
2989.38,1780.64,4.65,,27.91,8.32,1
2507.53,1799.62,1.47,80.42,24.71,7.87,1
872.52,425.31,5.05,58.71,28.53,2.46,0
877.25,329.23,7.74,57.2,22.54,3.89,0
1621.42,813.49,2.66,91.76,28.18,5.8,1
1027.55,389.75,6.16,77.12,27.17,6.24,0
1282.37,438.41,8.28,72.87,40.28,3.57,0
1993.64,1633.59,,76.68,28.73,10.3,1
2022.99,1422.98,3.75,74.86,21.15,10.34,1
1889.16,1491.62,1.77,91.39,21.46,12.04,1
1401.06,335.74,6.46,56.98,31.74,2.21,0
977.22,219.55,12.16,71.59,30.53,3.28,0
2229.05,1428.35,1.5,81.45,26.5,6.39,1
1815.47,1181.93,3.8,95.52,26.37,6.11,1
2319.33,1488.83,3.01,80.82,24.87,11.06,1
1969.29,1250.31,0.2,84.98,24.37,8.92,1
903.87,295.74,11.11,36.31,32.02,3.01,0
2355.49,1538.41,1.68,100.0,24.73,10.2,1
2168.65,1422.03,5.04,93.61,26.04,4.91,1
2617.2,2009.15,5.48,99.53,23.72,9.36,1
2373.27,1327.84,3.05,87.55,25.99,10.27,1
724.88,358.17,6.16,43.53,30.52,1.27,0
2735.38,1706.04,4.12,95.12,30.26,7.12,1
1335.38,536.09,6.43,58.93,34.0,1.75,0
1166.16,393.03,2.88,56.35,28.19,4.08,0
1305.88,533.41,6.39,82.23,26.97,4.72,0
2461.34,1902.85,1.76,76.01,26.92,9.56,1
2937.84,1586.86,0.88,100.0,26.68,8.37,1
983.69,447.46,6.42,58.25,26.38,3.1,0
2170.08,1244.17,3.3,80.36,27.76,6.45,1
1249.47,444.17,10.54,50.68,23.1,1.91,0
1994.43,1070.09,1.78,84.63,21.92,15.0,1
436.66,198.66,13.58,56.01,38.29,3.1,0
1417.53,590.38,8.74,58.82,37.88,3.22,0
2459.87,1450.03,3.32,75.81,26.45,7.68,1
1007.46,242.26,7.3,62.38,27.84,3.32,0
1219.74,407.47,5.76,42.99,32.2,4.55,0
1260.35,621.88,8.84,46.65,42.36,3.52,0
1843.07,1215.21,4.07,89.44,31.68,8.23,1
1226.29,570.55,7.25,48.82,35.76,3.53,0
910.53,291.13,5.63,43.88,23.18,3.28,0
1139.22,466.42,8.75,72.9,31.84,2.51,0
1782.05,1084.3,4.08,95.35,31.02,9.01,1
872.26,223.24,7.96,32.59,31.5,3.34,0
1103.78,272.7,8.11,56.3,42.23,2.89,0
1810.58,1164.34,,83.66,27.91,9.18,1
845.96,205.9,7.57,64.85,35.88,5.34,0
2510.37,2002.66,2.3,88.33,27.92,9.38,1
2116.41,1675.58,1.69,79.29,19.35,10.64,1
,354.27,2.5,62.11,31.67,5.19,0
2512.54,1700.78,1.34,77.36,32.68,5.13,1
1224.46,601.03,5.11,66.82,26.31,4.76,0
1391.47,590.63,12.86,54.11,35.56,2.66,0
2361.67,1716.67,2.81,81.85,22.5,9.76,1
2830.31,1799.95,3.56,86.43,22.63,6.29,1
1964.0,1587.0,3.26,90.4,23.24,9.16,1
1536.02,553.21,11.2,78.93,25.46,3.2,0
693.03,306.54,6.85,69.16,33.6,3.72,0
2254.48,1372.38,2.37,85.32,25.02,6.54,1
927.31,432.43,11.83,,34.49,3.12,0
2049.33,1274.41,2.71,82.52,32.79,9.54,1
776.68,249.26,7.37,36.73,24.19,2.34,0
1186.75,551.19,10.46,39.13,23.07,4.42,0
1123.05,341.37,4.64,59.49,31.55,3.09,0
2371.56,1824.69,0.88,81.72,31.13,8.47,1
2349.15,1377.71,3.47,90.85,24.89,8.09,1
2087.91,1417.36,2.6,86.48,24.93,12.64,1
2738.57,1569.23,1.75,81.35,34.45,7.6,1
935.13,432.93,6.37,54.33,30.74,3.81,0
2014.34,1043.05,0.2,88.88,24.54,8.7,1
1338.05,526.01,7.86,49.39,30.58,5.57,0
731.72,327.3,4.97,75.2,24.91,4.62,0
2779.74,2179.75,0.2,86.49,29.03,10.4,1
2652.32,1331.31,3.13,78.37,28.32,4.0,1
2195.21,1515.64,4.08,72.65,27.63,9.87,1
1936.53,972.72,0.6,97.02,24.64,7.35,1
898.51,433.67,7.43,54.75,29.15,2.74,0
2455.29,1975.15,3.15,94.92,25.7,13.37,1
2513.89,1334.48,2.5,96.79,24.4,9.62,1
712.02,348.5,4.94,66.53,25.7,4.22,0
1512.71,486.66,7.35,70.88,35.85,3.11,0
665.42,316.35,10.12,44.09,28.01,1.77,0
1340.12,657.1,11.28,67.03,33.78,2.51,0
1290.13,619.84,,63.3,37.1,2.8,0
2635.42,2000.69,,83.56,28.2,12.77,1
1192.22,496.33,7.5,50.32,42.52,2.8,0
1498.46,466.53,5.26,54.07,29.23,4.9,0
2650.9,2143.11,1.32,75.66,33.14,6.77,1
2653.07,1828.69,1.8,100.0,27.45,13.45,1
694.68,223.2,15.0,66.95,37.3,0.5,0
1190.14,325.92,5.37,51.62,30.76,3.74,0
2043.29,1061.44,3.98,78.36,21.82,10.91,1
1215.9,381.24,3.61,58.43,28.82,2.83,0
2143.26,1392.19,2.66,76.01,31.65,7.92,1
,447.74,6.4,42.29,30.4,5.02,0
923.19,288.91,10.53,53.37,37.33,3.48,0
1343.76,451.08,6.07,,29.59,2.21,0
1092.49,424.13,10.34,66.13,22.07,2.24,0
2305.85,1836.74,5.34,84.45,24.06,9.81,1
1203.14,272.1,11.55,55.64,18.11,4.75,0
2335.02,1461.36,2.0,87.51,25.36,8.06,1
1335.24,797.54,2.61,80.73,27.12,11.39,1
743.72,362.1,,72.94,26.5,1.45,0
1375.36,516.77,2.5,45.29,30.16,5.12,0
875.84,363.11,4.7,51.23,29.81,2.56,0
1034.27,367.5,4.05,,27.14,3.2,0
645.01,303.49,6.88,57.4,28.59,3.04,0
2995.64,1959.94,1.49,98.5,25.87,6.17,1
1158.42,376.59,3.66,79.11,27.0,2.66,0
2176.69,1766.49,2.83,75.23,26.12,6.69,1
3111.34,2072.87,2.04,95.95,27.09,10.54,1
1490.52,719.46,10.24,51.7,22.83,4.6,0
677.76,297.1,5.41,52.12,30.22,2.47,0
1436.31,612.0,10.95,60.52,32.3,4.12,0
2290.22,1803.78,2.0,88.52,27.6,11.31,1
2398.1,1613.94,2.11,88.51,29.12,7.36,1
2849.23,1742.26,1.52,81.35,19.66,10.02,1
1263.04,403.42,14.46,51.76,32.46,2.3,0
2506.97,1729.87,3.2,77.34,30.72,8.73,1
2100.13,1547.08,0.38,83.79,25.95,4.31,1
2329.68,1172.52,1.2,82.84,23.65,7.16,1
1317.73,355.24,12.06,75.8,28.58,2.79,0
1276.06,496.37,6.22,65.42,26.86,1.93,0
3076.56,2082.94,1.06,79.14,26.92,9.68,1
775.54,344.99,6.82,48.19,30.76,0.99,0
1879.77,1530.09,3.54,94.45,29.39,9.67,1
1775.73,763.25,7.81,83.77,27.38,2.0,0
899.28,333.4,,47.42,22.25,1.39,0
1105.74,289.51,5.18,65.95,30.85,2.58,0
1228.64,423.57,7.08,,39.92,1.99,0
2462.1,1948.99,3.64,87.53,23.43,5.39,1
1788.9,1211.81,1.06,82.68,31.47,9.27,1
2402.37,1378.43,4.01,88.06,29.09,8.67,1
966.71,246.05,8.09,61.34,23.99,3.57,0
1757.14,711.05,7.04,48.59,36.04,0.66,0
2275.77,1835.66,0.25,83.92,29.86,9.11,1
1416.14,417.89,9.73,64.86,28.76,3.77,0
